"videostatsid","ytvideoid","views","comments","likes","dislikes","timestamp"
"1033","NbhiGb_pZ-g","2260227","14643","123905","1879","2019-04-15 07:00:24"
"1034","HkdPYRxYMdc","1454438","6381","56816","1858","2019-04-15 07:00:25"
"1035","f5bJ5acwZtI","2025199","19240","212831","4284","2019-04-15 07:00:25"
"1036","LLR0jg7Xu9M","636944","532","12097","159","2019-04-15 07:00:26"
"1037","0flfyCjIh8M","962468","2552","20207","361","2019-04-15 07:00:26"
"1038","QaZ93sibpk0","21496372","51726","547482","38312","2019-04-15 07:00:27"
"1039","mQ2fJ_aM_T0","1253243","5811","53543","631","2019-04-15 07:00:27"
"1040","26EivpCPHnQ","2874807","21040","130757","1314","2019-04-15 07:00:29"
"1041","cKiX2rUB6sY","521846","3576","35261","1043","2019-04-15 07:00:29"
"1042","IdzY6lcCiCM","705369","2835","24420","266","2019-04-15 07:00:29"
"1043","MdVTBGEuxhM","910379","2070","31846","708","2019-04-15 07:00:30"
"1044","bQ3gBKDa8RY","1308923","1891","34921","469","2019-04-15 07:00:30"
"1045","_cdt2CLalhA","608512","1892","17665","3428","2019-04-15 07:00:31"
"1046","SR5kfWXfxto","7029851","34518","224699","3470","2019-04-15 07:00:31"
"1047","ZEWGyyLiqY4","809026","1595","20259","534","2019-04-15 07:00:31"
"1048","OzUXonhJo3Y","1793691","4364","43496","1158","2019-04-15 07:00:32"
"1049","QZsthdsh6yk","34452372","84812","713250","190637","2019-04-15 07:00:32"
"1050","r7CWEE3ZAWs","5981387","25734","319615","12920","2019-04-15 07:00:33"
"1051","YSJlU2q58Bc","5677725","6374","189851","2517","2019-04-15 07:00:33"
"1052","550f3BEWEwQ","446461","517","5548","254","2019-04-15 07:00:34"
"1053","YPZ1f52jlm8","386108","828","18848","223","2019-04-15 07:00:35"
"1054","UoUeBLp5KlI","951363","3464","21424","837","2019-04-15 07:00:35"
"1055","LKtajrJUggU","543499","1103","9599","297","2019-04-15 07:00:36"
"1056","81UOofW82FY","9540935","16022","302784","2668","2019-04-15 07:00:36"
"1057","T4Q0pElKWY0","3360514","17689","235650","1238","2019-04-15 07:00:37"
"1058","8SGbIHoKewM","789202","1233","11649","516","2019-04-15 07:00:37"
"1059","198gzllaumo","13798461","15452","294436","6143","2019-04-15 07:00:38"
"1060","3_ZSwppz2ak","562278","2183","20262","411","2019-04-15 07:00:38"
"1061","7TavVZMewpY","23832812","45765","490427","20667","2019-04-15 07:00:39"
"1062","6cFAYjQw2CA","1864795","6709","29418","1110","2019-04-15 07:00:39"
"1063","5HoE9Tn5oug","1463893","4910","92277","559","2019-04-15 07:00:40"
"1064","Ms5yMta2p9A","2333060","7752","208039","1430","2019-04-15 07:00:40"
"1065","-ze37NCz5oI","925634","6091","36516","296","2019-04-15 07:00:41"
"1066","jjanTQjvkUM","396790","849","2850","230","2019-04-15 07:00:41"
"1067","kQ1xE4sK9Qk","1063315","1482","22940","453","2019-04-15 07:00:42"
"1068","iVn37ndpkIc","369880","1510","7543","165","2019-04-15 07:00:42"
"1069","KUaVjms6yyY","4846100","14826","246799","4350","2019-04-15 07:00:43"
"1070","RQOhAeNAjKc","893657","4111","38137","467","2019-04-15 07:00:43"
"1071","Kb1a3OSVjXk","1703755","1398","40056","519","2019-04-15 07:00:44"
"1072","nyU2mFp3ru0","191095","418","3125","102","2019-04-15 07:00:44"
"1073","pAoEHR4aW8I","4917497","15996","134037","3789","2019-04-15 07:00:45"
"1074","S_GVbuddri8","5139660","24238","212255","2663","2019-04-15 07:00:45"
"1075","D3nT0piQDgA","1211749","5537","68728","3171","2019-04-15 07:00:46"
"1076","29Uy9z0lzcw","1400767","7411","55137","2187","2019-04-15 07:00:46"
"1077","15odjKT7MPA","790762","1393","6212","193","2019-04-15 07:00:47"
"1078","u8tdT5pAE34","7306146","50324","534435","2861","2019-04-15 07:00:47"
"1079","17A_wsy6WX0","2413660","17550","249047","7530","2019-04-15 07:00:48"
"1080","W_VzAap2vl0","1212097","5957","14749","1333","2019-04-15 07:00:48"
"1081","tV1S5mKN_b8","920704","4158","32473","1105","2019-04-15 07:00:49"
"1082","HUsIcK1a4B0","5179438","11992","262901","2804","2019-04-15 07:00:49"
"1083","z5MCMhXSdQM","641696","1379","4731","277","2019-04-15 07:00:50"
"1084","AkK_n5Q8M38","1067065","3730","34055","1157","2019-04-15 07:00:50"
"1085","LL2jKGvyC8Y","200899","763","1739","71","2019-04-15 07:00:51"
"1086","m1MewpFNBdc","1922103","8836","182141","1557","2019-04-15 07:00:52"
"1087","ECdQ6OV-rkU","2227670","4188","60222","525","2019-04-15 07:00:52"
"1088","N2DdOs5OhxY","1102630","3999","49296","916","2019-04-15 07:00:53"
"1089","zxVmyC5xqUE","423995","3126","10153","444","2019-04-15 07:00:53"
"1090","0GLbwkfhYZk","5953353","28590","188336","11241","2019-04-15 07:15:02"
"1091","O4NB73HTlxI","3924618","32325","284636","4942","2019-04-15 07:15:03"
"1092","VVRcXtSjPcE","282291","1108","4847","97","2019-04-15 07:15:03"
"1093","adzYW5DZoWs","21830331","79543","480849","62157","2019-04-15 07:15:04"
"1094","p_8yK2kmxoo","2597351","10969","138051","1420","2019-04-15 07:15:05"
"1095","g7itQNVeFB4","592953","4179","20404","1226","2019-04-15 07:15:05"
"1096","BJzJtm7OfdQ","803464","5774","56998","836","2019-04-15 07:15:06"
"1097","qOkZiVlQHMs","785269","1614","17753","216","2019-04-15 07:15:07"
"1098","I47_jCtfYlE","1273395","5045","15156","457","2019-04-15 07:15:07"
"1099","5jDsPkPjVK4","579591","3433","25133","885","2019-04-15 07:15:08"
"1100","C4_UntN6O2A","771809","2997","31008","415","2019-04-15 07:15:08"
"1101","a5vg_Yi42Ok","1436724","3836","37056","1389","2019-04-15 07:15:09"
"1102","CikXQvz57ZU","402241","761","8628","224","2019-04-15 07:15:09"
"1103","h3P5Hrblbe0","245448","469","15120","49","2019-04-15 07:15:10"
"1104","VSPuRXkUWoU","1613574","9022","240191","461","2019-04-15 07:15:10"
"1105","AJKDh52Ehac","228602","1070","6820","146","2019-04-15 07:15:11"
"1106","2x8guH7hsgc","2166584","32098","38243","26922","2019-04-15 07:15:11"
"1107","KMwuyXQcWfI","569235","1002","6931","187","2019-04-15 07:15:12"
"1108","AFWIu243KY8","229137","469","1497","135","2019-04-15 07:15:12"
"1109","u5jugGl_pu0","638064","3306","58348","151","2019-04-15 07:15:13"
"1110","kOd19ljsklQ","2498941","10738","117798","976","2019-04-15 07:15:13"
"1111","_aHE8lgalJU","177018","6340","20728","70","2019-04-15 07:15:14"
"1112","6gfh2UfcJFw","377443","1462","19421","186","2019-04-15 07:15:14"
"1113","zKfmiAYiC-M","1599535","4823","25143","1385","2019-04-15 07:15:15"
"1114","04WYGo4rfdw","951945","2013","15321","570","2019-04-15 07:15:16"
"1115","QuderoyWqII","6791716","40888","327618","11014","2019-04-15 07:15:16"
"1116","nKh_yq627WM","556689","7609","48610","358","2019-04-15 07:15:17"
"1117","XsX3ATc3FbA","129957681","2759623","8073613","338526","2019-04-15 07:15:17"
"1118","mWkP7esvuiw","1108366","1802","14495","255","2019-04-15 07:15:18"
"1119","zIG2yCvG3TI","304494","678","2156","197","2019-04-15 07:15:18"
"1120","-9txATEWXTQ","7169791","36544","413593","13073","2019-04-15 07:15:19"
"1121","DfggRtdOiTE","878468","2769","5344","217","2019-04-15 07:15:19"
"1122","t0t9dul8bOw","1231527","4625","27661","954","2019-04-15 07:15:20"
"1123","O8CCQopoCAE","551621","4418","41226","435","2019-04-15 07:15:20"
"1124","pY8O7-mpdUk","1225423","3765","10756","1996","2019-04-15 07:15:21"
"1125","BPExj-3kaAc","850676","7899","29939","439","2019-04-15 07:15:21"
"1126","TW-kag5GG9s","651255","2852","22558","517","2019-04-15 07:15:22"
"1127","zaWyIKas2Ww","240932","536","1413","50","2019-04-15 07:15:22"
"1128","uv9kDcbJLi8","962002","2610","53428","996","2019-04-15 07:15:23"
"1129","f2AuCmxtOSA","413494","2161","21387","339","2019-04-15 07:15:23"
"1130","81UpjkAuHJM","350421","642","6128","274","2019-04-15 07:15:24"
"1131","NJo8CjVpIEw","899291","2446","7952","1189","2019-04-15 07:15:24"
"1132","NbhiGb_pZ-g","2263226","14657","123961","1880","2019-04-15 07:15:25"
"1133","HkdPYRxYMdc","1455812","6391","56833","1859","2019-04-15 07:15:25"
"1134","f5bJ5acwZtI","2036255","19241","213059","4305","2019-04-15 07:15:25"
"1135","LLR0jg7Xu9M","639823","532","12112","159","2019-04-15 07:15:26"
"1136","0flfyCjIh8M","963872","2552","20213","361","2019-04-15 07:15:26"
"1137","QaZ93sibpk0","21521416","51763","547618","38327","2019-04-15 07:15:27"
"1138","mQ2fJ_aM_T0","1256299","5811","53587","631","2019-04-15 07:15:27"
"1139","26EivpCPHnQ","2879400","21040","130794","1314","2019-04-15 07:15:29"
"1140","cKiX2rUB6sY","522828","3576","35291","1043","2019-04-15 07:15:29"
"1141","IdzY6lcCiCM","705853","2835","24423","266","2019-04-15 07:15:30"
"1142","MdVTBGEuxhM","912569","2070","31871","708","2019-04-15 07:15:31"
"1143","bQ3gBKDa8RY","1312298","1896","34954","469","2019-04-15 07:15:31"
"1144","_cdt2CLalhA","609151","1892","17674","3429","2019-04-15 07:15:32"
"1145","SR5kfWXfxto","7038461","34518","224756","3470","2019-04-15 07:15:33"
"1146","ZEWGyyLiqY4","811066","1595","20275","535","2019-04-15 07:15:33"
"1147","OzUXonhJo3Y","1794139","4364","43497","1158","2019-04-15 07:15:34"
"1148","QZsthdsh6yk","34591247","84839","713861","190786","2019-04-15 07:15:34"
"1149","r7CWEE3ZAWs","6005496","25755","319902","12929","2019-04-15 07:15:35"
"1150","YSJlU2q58Bc","5689355","6374","189929","2521","2019-04-15 07:15:35"
"1151","550f3BEWEwQ","446528","517","5548","254","2019-04-15 07:15:36"
"1152","YPZ1f52jlm8","386799","828","18857","223","2019-04-15 07:15:36"
"1153","UoUeBLp5KlI","951941","3464","21427","838","2019-04-15 07:15:37"
"1154","LKtajrJUggU","543620","1103","9600","297","2019-04-15 07:15:38"
"1155","81UOofW82FY","9551495","16030","302876","2672","2019-04-15 07:15:38"
"1156","T4Q0pElKWY0","3362359","17684","235670","1238","2019-04-15 07:15:39"
"1157","8SGbIHoKewM","789363","1233","11649","516","2019-04-15 07:15:40"
"1158","198gzllaumo","13826395","15449","294512","6151","2019-04-15 07:15:40"
"1159","3_ZSwppz2ak","562635","2183","20264","413","2019-04-15 07:15:41"
"1160","7TavVZMewpY","23852199","45765","490486","20669","2019-04-15 07:15:42"
"1161","6cFAYjQw2CA","1870591","6724","29445","1114","2019-04-15 07:15:42"
"1162","5HoE9Tn5oug","1465484","4910","92319","559","2019-04-15 07:15:43"
"1163","Ms5yMta2p9A","2334191","7752","208063","1430","2019-04-15 07:15:43"
"1164","-ze37NCz5oI","925960","6091","36520","296","2019-04-15 07:15:44"
"1165","jjanTQjvkUM","396963","849","2850","230","2019-04-15 07:15:44"
"1166","kQ1xE4sK9Qk","1065191","1488","22949","454","2019-04-15 07:15:45"
"1167","iVn37ndpkIc","370213","1510","7545","165","2019-04-15 07:15:45"
"1168","KUaVjms6yyY","4860021","14837","246911","4354","2019-04-15 07:15:46"
"1169","RQOhAeNAjKc","894279","4111","38145","467","2019-04-15 07:15:46"
"1170","Kb1a3OSVjXk","1704845","1398","40066","520","2019-04-15 07:15:47"
"1171","nyU2mFp3ru0","191138","418","3125","102","2019-04-15 07:15:48"
"1172","pAoEHR4aW8I","4919173","15996","134052","3789","2019-04-15 07:15:48"
"1173","S_GVbuddri8","5142511","24248","212289","2663","2019-04-15 07:15:49"
"1174","D3nT0piQDgA","1214392","5537","68781","3174","2019-04-15 07:15:49"
"1175","29Uy9z0lzcw","1401103","7411","55137","2187","2019-04-15 07:15:50"
"1176","15odjKT7MPA","790838","1393","6212","193","2019-04-15 07:15:51"
"1177","u8tdT5pAE34","7326335","50334","534611","2861","2019-04-15 07:15:51"
"1178","17A_wsy6WX0","2417935","17550","249113","7531","2019-04-15 07:15:52"
"1179","W_VzAap2vl0","1212571","5950","14749","1333","2019-04-15 07:15:53"
"1180","tV1S5mKN_b8","920787","4158","32475","1105","2019-04-15 07:15:53"
"1181","HUsIcK1a4B0","5183351","12001","262980","2806","2019-04-15 07:15:54"
"1182","z5MCMhXSdQM","642055","1379","4732","277","2019-04-15 07:15:54"
"1183","AkK_n5Q8M38","1068016","3730","34063","1157","2019-04-15 07:15:55"
"1184","LL2jKGvyC8Y","200925","763","1739","71","2019-04-15 07:15:55"
"1185","m1MewpFNBdc","1922752","8836","182157","1558","2019-04-15 07:15:56"
"1186","ECdQ6OV-rkU","2228689","4188","60229","526","2019-04-15 07:15:56"
"1187","N2DdOs5OhxY","1103013","3999","49306","916","2019-04-15 07:15:57"
"1188","zxVmyC5xqUE","424460","3140","10153","444","2019-04-15 07:15:57"
"1189","0GLbwkfhYZk","5955853","28628","188709","11284","2019-04-15 07:30:02"
"1190","O4NB73HTlxI","3925833","32373","285340","4964","2019-04-15 07:30:03"
"1191","VVRcXtSjPcE","282291","1108","4881","98","2019-04-15 07:30:03"
"1192","adzYW5DZoWs","21830364","79568","481079","62208","2019-04-15 07:30:04"
"1193","R6YCfVe4eR0","1530483","5485","43600","236","2019-04-15 07:30:05"
"1194","p_8yK2kmxoo","2597402","10974","138522","1430","2019-04-15 07:30:06"
"1195","g7itQNVeFB4","593985","4195","20463","1248","2019-04-15 07:30:06"
"1196","BJzJtm7OfdQ","803471","5808","57297","840","2019-04-15 07:30:07"
"1197","qOkZiVlQHMs","785309","1635","17936","219","2019-04-15 07:30:07"
"1198","I47_jCtfYlE","1273460","5045","15166","459","2019-04-15 07:30:08"
"1199","5jDsPkPjVK4","579663","3444","25287","890","2019-04-15 07:30:08"
"1200","C4_UntN6O2A","772420","3002","31066","420","2019-04-15 07:30:09"
"1201","CikXQvz57ZU","403492","769","8670","224","2019-04-15 07:30:10"
"1202","a5vg_Yi42Ok","1436739","3866","37217","1402","2019-04-15 07:30:10"
"1203","h3P5Hrblbe0","245453","475","15204","52","2019-04-15 07:30:11"
"1204","VSPuRXkUWoU","1615316","9050","241429","468","2019-04-15 07:30:11"
"1205","AJKDh52Ehac","229247","1070","6837","147","2019-04-15 07:30:12"
"1206","2x8guH7hsgc","2168230","32126","38281","26994","2019-04-15 07:30:12"
"1207","KMwuyXQcWfI","569517","1002","6941","187","2019-04-15 07:30:13"
"1208","AFWIu243KY8","229540","469","1501","136","2019-04-15 07:30:14"
"1209","u5jugGl_pu0","639927","3325","58722","153","2019-04-15 07:30:14"
"1210","kOd19ljsklQ","2498952","10743","117887","979","2019-04-15 07:30:15"
"1211","_aHE8lgalJU","177316","6375","20808","70","2019-04-15 07:30:15"
"1212","6gfh2UfcJFw","378909","1462","19519","188","2019-04-15 07:30:16"
"1213","zKfmiAYiC-M","1599825","4829","25196","1389","2019-04-15 07:30:16"
"1214","04WYGo4rfdw","951952","2019","15361","571","2019-04-15 07:30:17"
"1215","QuderoyWqII","6791904","40894","327788","11022","2019-04-15 07:30:17"
"1216","nKh_yq627WM","557320","7617","48733","360","2019-04-15 07:30:18"
"1217","XsX3ATc3FbA","129967378","2760801","8076819","338902","2019-04-15 07:30:18"
"1218","mWkP7esvuiw","1108548","1802","14525","255","2019-04-15 07:30:19"
"1219","zIG2yCvG3TI","304857","678","2161","197","2019-04-15 07:30:19"
"1220","-9txATEWXTQ","7170892","36553","413764","13084","2019-04-15 07:30:20"
"1221","DfggRtdOiTE","879999","2783","5370","220","2019-04-15 07:30:20"
"1222","t0t9dul8bOw","1231885","4654","27756","958","2019-04-15 07:30:21"
"1223","O8CCQopoCAE","552253","4427","41276","435","2019-04-15 07:30:21"
"1224","pY8O7-mpdUk","1226838","3770","10765","2003","2019-04-15 07:30:22"
"1225","BPExj-3kaAc","851064","7911","29978","441","2019-04-15 07:30:22"
"1226","TW-kag5GG9s","651303","2852","22586","519","2019-04-15 07:30:23"
"1227","zaWyIKas2Ww","240932","536","1415","50","2019-04-15 07:30:23"
"1228","uv9kDcbJLi8","962402","2610","53505","997","2019-04-15 07:30:24"
"1229","f2AuCmxtOSA","413497","2166","21405","339","2019-04-15 07:30:24"
"1230","81UpjkAuHJM","350458","647","6134","274","2019-04-15 07:30:25"
"1231","NJo8CjVpIEw","899314","2446","7958","1190","2019-04-15 07:30:25"
"1232","NbhiGb_pZ-g","2263332","14666","124025","1880","2019-04-15 07:30:26"
"1233","HkdPYRxYMdc","1456324","6391","56855","1862","2019-04-15 07:30:26"
"1234","f5bJ5acwZtI","2038482","19246","213334","4319","2019-04-15 07:30:26"
"1235","LLR0jg7Xu9M","639828","538","12134","161","2019-04-15 07:30:27"
"1236","0flfyCjIh8M","963873","2552","20220","362","2019-04-15 07:30:27"
"1237","QaZ93sibpk0","21521435","51778","547765","38341","2019-04-15 07:30:28"
"1238","mQ2fJ_aM_T0","1257675","5811","53636","632","2019-04-15 07:30:29"
"1239","26EivpCPHnQ","2879503","21034","130837","1313","2019-04-15 07:30:30"
"1240","cKiX2rUB6sY","522876","3576","35322","1043","2019-04-15 07:30:30"
"1241","IdzY6lcCiCM","705855","2835","24429","267","2019-04-15 07:30:31"
"1242","MdVTBGEuxhM","912569","2070","31894","709","2019-04-15 07:30:32"
"1243","bQ3gBKDa8RY","1312356","1896","34990","471","2019-04-15 07:30:32"
"1244","_cdt2CLalhA","609151","1892","17676","3430","2019-04-15 07:30:33"
"1245","SR5kfWXfxto","7038700","34531","224824","3471","2019-04-15 07:30:33"
"1246","ZEWGyyLiqY4","811067","1595","20298","536","2019-04-15 07:30:34"
"1247","OzUXonhJo3Y","1794140","4364","43500","1158","2019-04-15 07:30:34"
"1248","QZsthdsh6yk","34591725","84924","714431","190937","2019-04-15 07:30:35"
"1249","r7CWEE3ZAWs","6005510","25786","320154","12940","2019-04-15 07:30:36"
"1250","YSJlU2q58Bc","5689376","6374","189992","2524","2019-04-15 07:30:36"
"1251","550f3BEWEwQ","446559","517","5548","254","2019-04-15 07:30:37"
"1252","YPZ1f52jlm8","386799","828","18876","223","2019-04-15 07:30:38"
"1253","UoUeBLp5KlI","952185","3469","21433","839","2019-04-15 07:30:38"
"1254","LKtajrJUggU","543620","1103","9600","297","2019-04-15 07:30:39"
"1255","81UOofW82FY","9555503","16030","302931","2672","2019-04-15 07:30:39"
"1256","T4Q0pElKWY0","3362430","17690","235711","1238","2019-04-15 07:30:40"
"1257","8SGbIHoKewM","789378","1233","11649","516","2019-04-15 07:30:40"
"1258","198gzllaumo","13827872","15461","294602","6159","2019-04-15 07:30:41"
"1259","3_ZSwppz2ak","562739","2183","20271","413","2019-04-15 07:30:41"
"1260","7TavVZMewpY","23852214","45765","490557","20672","2019-04-15 07:30:42"
"1261","6cFAYjQw2CA","1870657","6724","29483","1118","2019-04-15 07:30:42"
"1262","5HoE9Tn5oug","1465799","4910","92358","559","2019-04-15 07:30:43"
"1263","Ms5yMta2p9A","2334450","7759","208101","1431","2019-04-15 07:30:43"
"1264","-ze37NCz5oI","925968","6091","36525","296","2019-04-15 07:30:43"
"1265","jjanTQjvkUM","396968","850","2850","230","2019-04-15 07:30:44"
"1266","kQ1xE4sK9Qk","1065196","1496","22958","455","2019-04-15 07:30:45"
"1267","iVn37ndpkIc","370213","1510","7547","165","2019-04-15 07:30:45"
"1268","KUaVjms6yyY","4860041","14853","247006","4357","2019-04-15 07:30:45"
"1269","RQOhAeNAjKc","894405","4111","38154","468","2019-04-15 07:30:46"
"1270","Kb1a3OSVjXk","1704845","1398","40081","520","2019-04-15 07:30:46"
"1271","nyU2mFp3ru0","191138","418","3126","102","2019-04-15 07:30:47"
"1272","pAoEHR4aW8I","4919173","15996","134066","3789","2019-04-15 07:30:47"
"1273","S_GVbuddri8","5142823","24254","212321","2664","2019-04-15 07:30:48"
"1274","D3nT0piQDgA","1214392","5537","68837","3177","2019-04-15 07:30:48"
"1275","29Uy9z0lzcw","1401109","7411","55143","2187","2019-04-15 07:30:49"
"1276","15odjKT7MPA","790839","1393","6212","193","2019-04-15 07:30:49"
"1277","u8tdT5pAE34","7326364","50341","534819","2863","2019-04-15 07:30:50"
"1278","17A_wsy6WX0","2417937","17559","249197","7533","2019-04-15 07:30:50"
"1279","W_VzAap2vl0","1212606","5955","14752","1333","2019-04-15 07:30:51"
"1280","tV1S5mKN_b8","920796","4158","32478","1105","2019-04-15 07:30:51"
"1281","HUsIcK1a4B0","5183353","12009","263050","2807","2019-04-15 07:30:52"
"1282","z5MCMhXSdQM","642171","1379","4732","277","2019-04-15 07:30:52"
"1283","AkK_n5Q8M38","1068017","3736","34072","1157","2019-04-15 07:30:53"
"1284","LL2jKGvyC8Y","200926","763","1739","71","2019-04-15 07:30:53"
"1285","m1MewpFNBdc","1922752","8836","182176","1558","2019-04-15 07:30:53"
"1286","ECdQ6OV-rkU","2228691","4188","60244","526","2019-04-15 07:30:54"
"1287","N2DdOs5OhxY","1103016","3999","49310","916","2019-04-15 07:30:54"
"1288","0GLbwkfhYZk","5975979","28681","189085","11325","2019-04-15 07:45:02"
"1289","O4NB73HTlxI","3954145","32518","286096","4987","2019-04-15 07:45:03"
"1290","VVRcXtSjPcE","283927","1124","4920","100","2019-04-15 07:45:03"
"1291","adzYW5DZoWs","21863011","79590","481344","62251","2019-04-15 07:45:04"
"1292","R6YCfVe4eR0","1623724","5599","44942","245","2019-04-15 07:45:04"
"1293","p_8yK2kmxoo","2619124","11031","138965","1438","2019-04-15 07:45:05"
"1294","g7itQNVeFB4","596449","4203","20531","1262","2019-04-15 07:45:05"
"1295","BJzJtm7OfdQ","810426","5836","57642","844","2019-04-15 07:45:06"
"1296","qOkZiVlQHMs","796064","1662","18136","222","2019-04-15 07:45:07"
"1297","I47_jCtfYlE","1277418","5045","15196","459","2019-04-15 07:45:07"
"1298","5jDsPkPjVK4","585001","3456","25431","899","2019-04-15 07:45:08"
"1299","C4_UntN6O2A","775634","3002","31132","424","2019-04-15 07:45:08"
"1300","CikXQvz57ZU","406071","775","8720","226","2019-04-15 07:45:09"
"1301","a5vg_Yi42Ok","1449148","3875","37398","1409","2019-04-15 07:45:09"
"1302","h3P5Hrblbe0","247962","475","15309","53","2019-04-15 07:45:10"
"1303","VSPuRXkUWoU","1624285","9076","242774","476","2019-04-15 07:45:10"
"1304","AJKDh52Ehac","230076","1070","6843","148","2019-04-15 07:45:11"
"1305","2x8guH7hsgc","2171979","32165","38314","27064","2019-04-15 07:45:12"
"1306","KMwuyXQcWfI","570090","1002","6946","190","2019-04-15 07:45:12"
"1307","AFWIu243KY8","229973","469","1504","136","2019-04-15 07:45:13"
"1308","u5jugGl_pu0","643984","3337","59122","153","2019-04-15 07:45:14"
"1309","kOd19ljsklQ","2503111","10743","117975","981","2019-04-15 07:45:14"
"1310","_aHE8lgalJU","177920","6412","20890","69","2019-04-15 07:45:15"
"1311","6gfh2UfcJFw","381238","1478","19620","188","2019-04-15 07:45:15"
"1312","zKfmiAYiC-M","1609828","4834","25240","1390","2019-04-15 07:45:16"
"1313","04WYGo4rfdw","954734","2019","15397","573","2019-04-15 07:45:16"
"1314","QuderoyWqII","6798238","40923","327940","11033","2019-04-15 07:45:17"
"1315","nKh_yq627WM","560904","7634","48861","362","2019-04-15 07:45:17"
"1316","XsX3ATc3FbA","130243572","2762042","8080058","339330","2019-04-15 07:45:18"
"1317","mWkP7esvuiw","1112633","1811","14555","257","2019-04-15 07:45:18"
"1318","zIG2yCvG3TI","305343","678","2163","198","2019-04-15 07:45:19"
"1319","-9txATEWXTQ","7175675","36583","413958","13104","2019-04-15 07:45:20"
"1320","DfggRtdOiTE","884333","2783","5399","221","2019-04-15 07:45:20"
"1321","t0t9dul8bOw","1235233","4654","27868","961","2019-04-15 07:45:21"
"1322","O8CCQopoCAE","553163","4434","41326","436","2019-04-15 07:45:21"
"1323","pY8O7-mpdUk","1229169","3770","10777","2007","2019-04-15 07:45:22"
"1324","BPExj-3kaAc","852514","7932","30027","441","2019-04-15 07:45:22"
"1325","TW-kag5GG9s","653360","2852","22616","521","2019-04-15 07:45:22"
"1326","zaWyIKas2Ww","241565","536","1417","50","2019-04-15 07:45:23"
"1327","uv9kDcbJLi8","963587","2610","53578","997","2019-04-15 07:45:23"
"1328","f2AuCmxtOSA","414362","2166","21429","340","2019-04-15 07:45:24"
"1329","81UpjkAuHJM","350976","647","6143","274","2019-04-15 07:45:24"
"1330","NJo8CjVpIEw","900588","2452","7965","1194","2019-04-15 07:45:25"
"1331","NbhiGb_pZ-g","2265034","14695","124084","1881","2019-04-15 07:45:25"
"1332","HkdPYRxYMdc","1457187","6391","56877","1863","2019-04-15 07:45:26"
"1333","f5bJ5acwZtI","2044943","19284","213616","4333","2019-04-15 07:45:26"
"1334","LLR0jg7Xu9M","641768","538","12148","162","2019-04-15 07:45:27"
"1335","0flfyCjIh8M","964862","2552","20232","362","2019-04-15 07:45:27"
"1336","QaZ93sibpk0","21539729","51785","547902","38355","2019-04-15 07:45:28"
"1337","mQ2fJ_aM_T0","1260601","5816","53684","634","2019-04-15 07:45:29"
"1338","26EivpCPHnQ","2882485","21034","130860","1313","2019-04-15 07:45:30"
"1339","cKiX2rUB6sY","523470","3576","35364","1044","2019-04-15 07:45:30"
"1340","IdzY6lcCiCM","706264","2835","24438","267","2019-04-15 07:45:30"
"1341","MdVTBGEuxhM","914015","2070","31917","711","2019-04-15 07:45:31"
"1342","bQ3gBKDa8RY","1314711","1896","35023","473","2019-04-15 07:45:31"
"1343","_cdt2CLalhA","609528","1892","17683","3431","2019-04-15 07:45:32"
"1344","SR5kfWXfxto","7044253","34545","224893","3472","2019-04-15 07:45:33"
"1345","ZEWGyyLiqY4","812635","1595","20318","536","2019-04-15 07:45:34"
"1346","OzUXonhJo3Y","1794447","4364","43503","1158","2019-04-15 07:45:34"
"1347","QZsthdsh6yk","34682773","84854","714959","191090","2019-04-15 07:45:35"
"1348","r7CWEE3ZAWs","6021834","25798","320398","12946","2019-04-15 07:45:35"
"1349","YSJlU2q58Bc","5697329","6381","190076","2530","2019-04-15 07:45:36"
"1350","550f3BEWEwQ","446598","517","5548","254","2019-04-15 07:45:36"
"1351","YPZ1f52jlm8","387305","828","18888","223","2019-04-15 07:45:37"
"1352","UoUeBLp5KlI","952638","3469","21439","839","2019-04-15 07:45:37"
"1353","LKtajrJUggU","543702","1103","9600","297","2019-04-15 07:45:38"
"1354","81UOofW82FY","9561784","16038","302987","2673","2019-04-15 07:45:38"
"1355","T4Q0pElKWY0","3363505","17690","235746","1239","2019-04-15 07:45:39"
"1356","8SGbIHoKewM","789463","1233","11651","516","2019-04-15 07:45:39"
"1357","198gzllaumo","13844093","15455","294674","6169","2019-04-15 07:45:39"
"1358","3_ZSwppz2ak","562913","2183","20279","413","2019-04-15 07:45:40"
"1359","7TavVZMewpY","23866344","45779","490619","20685","2019-04-15 07:45:40"
"1360","6cFAYjQw2CA","1874068","6729","29511","1120","2019-04-15 07:45:41"
"1361","5HoE9Tn5oug","1466640","4910","92405","559","2019-04-15 07:45:41"
"1362","Ms5yMta2p9A","2335122","7759","208131","1431","2019-04-15 07:45:42"
"1363","-ze37NCz5oI","926181","6091","36529","296","2019-04-15 07:45:42"
"1364","jjanTQjvkUM","397060","851","2851","230","2019-04-15 07:45:43"
"1365","kQ1xE4sK9Qk","1066560","1496","22970","455","2019-04-15 07:45:43"
"1366","iVn37ndpkIc","370432","1510","7548","165","2019-04-15 07:45:43"
"1367","KUaVjms6yyY","4870167","14861","247116","4363","2019-04-15 07:45:44"
"1368","RQOhAeNAjKc","894767","4119","38164","468","2019-04-15 07:45:44"
"1369","Kb1a3OSVjXk","1705587","1398","40088","520","2019-04-15 07:45:45"
